,Unnamed: 0,index,Name,Genre,ESRB_Rating,Platform,Publisher,Developer,Critic_Score,User_Score,Total_Shipped,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Year,status,Vgchartzscore,average_rating
2315,2315,2639,EA Sports Grand Slam Tennis,Sports,E,Wii,EA Sports,EA Vancouver,7.9,,0.92,0.28,0.51,0.02,0.11,2009,1,,7.9
2317,2317,1171,UFC 2009 Undisputed,Fighting,T,PS3,THQ,Yuke's Osaka,8.4,,1.76,1.07,0.45,0.01,0.24,2009,1,,8.4
2319,2319,1133,Demon's Souls,Role-Playing,M,PS3,Atlus,From Software,9.1,9.5,1.83,0.97,0.34,0.35,0.17,2009,1,8.7,9.1
2322,2322,1089,Ratchet & Clank Future: A Crack in Time,Platform,E10,PS3,Sony Computer Entertainment,Insomniac Games,8.7,9.0,1.89,1.05,0.55,0.03,0.26,2009,1,8.3,8.666666666666666
2324,2324,1070,Need for Speed: Shift,Racing,E,X360,Electronic Arts,Slightly Mad Studios,8.2,,1.91,0.73,0.96,0.01,0.22,2009,1,8.6,8.399999999999999
2325,2325,2657,Operation Flashpoint: Dragon Rising,Shooter,M,PS3,Codemasters,Codemasters,7.3,,0.91,0.23,0.46,0.05,0.17,2009,1,,7.3
2327,2327,2679,Resistance: Retribution,Shooter,M,PSP,Sony Computer Entertainment,SCEA Bend Studio,8.0,7.6,0.9,0.27,0.36,0.05,0.22,2009,1,,7.8
2329,2329,11986,Patapon 2,Platform,E,PSP,Sony Computer Entertainment,Pyramid/JAPAN Studio,8.2,,0.11,,0.03,0.06,0.01,2009,1,,8.2
2330,2330,11355,Undead Knights,Action,M,PSP,Tecmo,Team Tachyon,6.6,,0.12,0.05,0.01,0.06,0.01,2009,1,,6.6
2335,2335,11979,Prinny: Can I Really Be the Hero?,Platform,T,PSP,NIS America,Nippon Ichi Software,7.2,,0.11,0.04,0.01,0.05,0.01,2009,1,8.4,7.800000000000002
2340,2340,2730,Call of Juarez: Bound in Blood,Shooter,M,PS3,Ubisoft,Techland,7.7,,0.88,0.35,0.38,0.01,0.15,2009,1,8.0,7.85
2344,2344,841,Pro Evolution Soccer 2010,Sports,E,PS3,Konami,Konami,7.0,,2.28,0.3,1.27,0.46,0.26,2009,1,,7.0
2346,2346,904,Scribblenauts,Puzzle,E10,DS,Warner Bros. Interactive,5TH Cell,8.2,,2.17,1.67,0.3,0.02,0.18,2009,1,8.8,8.5
2350,2350,4968,Dynasty Warriors: Strikeforce,Action,T,PSP,Tecmo Koei,Omega Force,6.4,,0.45,0.03,0.02,0.38,0.02,2009,1,,6.4
2351,2351,6718,Magna Carta 2,Role-Playing,T,X360,Namco Bandai,SoftMax,6.6,,0.3,0.13,0.07,0.07,0.02,2009,1,,6.6
2352,2352,6717,Resident Evil Archives: Resident Evil,Action,M,Wii,Capcom,Capcom Production Studio 4,7.6,,0.3,0.16,0.04,0.08,0.02,2009,1,,7.6
2356,2356,3834,Muramasa: The Demon Blade,Role-Playing,T,Wii,Ignition Entertainment,Vanillaware,8.0,9.3,0.6,0.32,0.13,0.11,0.04,2009,1,8.6,8.633333333333335
2361,2361,5111,Yu-Gi-Oh! 5D's Tag Force 4,Strategy,E,PSP,Konami,Konami,7.0,,0.44,0.19,0.07,0.12,0.05,2009,1,,7.0
2366,2366,10692,"Holy Invasion of Privacy, Badman! What Did I Do to Deserve This?",Role-Playing,T,PSP,NIS America,Acquire,6.9,,0.14,,0.0,0.13,0.0,2009,1,7.3,7.1
2368,2368,10706,X-Blades,Action,M,X360,SouthPeak Interactive,Gaijin Entertainment,6.0,,0.14,0.1,0.02,0.02,0.01,2009,1,,6.0
2370,2370,8360,Shin Megami Tensei: Persona,Role-Playing,T,PSP,Atlus,Atlus Co.,7.6,,0.22,0.08,,0.13,0.01,2009,1,7.2,7.4
2373,2373,6947,Dead Rising: Chop Till You Drop,Action,M,Wii,Capcom,Capcom Production Studio 1 / TOSE Software,6.7,7.2,0.29,0.15,0.07,0.05,0.02,2009,1,7.7,7.2
2375,2375,4994,PES 2009: Pro Evolution Soccer,Sports,E,Wii,Konami,Konami,8.4,,0.45,0.09,0.26,0.05,0.05,2009,1,,8.4
2376,2376,6938,Warriors Orochi 2,Action,T,PSP,KOEI,Omega Force,5.3,,0.29,0.06,0.0,0.22,0.01,2009,1,,5.3
2380,2380,8410,Afrika,Adventure,E10,PS3,Natsume,Rhino Studios,6.0,8.0,0.22,0.12,0.0,0.08,0.01,2009,1,,7.0
2382,2382,8616,Blue Dragon Plus,Role-Playing,E,DS,Ignition Entertainment,Mistwalker Corporation / Brownie Brown Inc. / Feelplus Inc.,6.5,,0.21,0.12,0.03,0.05,0.01,2009,1,,6.5
2385,2385,3772,Fire Emblem: Shadow Dragon,Strategy,E10,DS,Nintendo,Intelligent Systems,8.2,,0.61,0.29,0.03,0.27,0.03,2009,1,8.6,8.399999999999999
2399,2399,5415,Katamari Forever,Puzzle,E,PS3,Namco Bandai,Bandai Namco Games,7.3,,0.41,0.26,0.05,0.06,0.04,2009,1,,7.3
2403,2403,3768,Wet,Shooter,M,PS3,Bethesda Softworks,Artificial Mind and Movement,6.9,,0.62,0.22,0.27,0.01,0.11,2009,1,6.7,6.800000000000002
2405,2405,3783,Sacred 2: Fallen Angel,Role-Playing,M,PS3,CDV Software Entertainment,Ascaron Entertainment,7.1,,0.61,0.22,0.23,0.08,0.09,2009,1,,7.1
2414,2414,10848,X-Blades,Action,M,PS3,SouthPeak Interactive,Gaijin Entertainment,5.9,,0.14,0.07,0.03,0.02,0.01,2009,1,,5.9
2415,2415,8647,Tenchu: Shadow Assassins,Action,M,Wii,Ubisoft,Acquire,7.0,,0.21,0.15,0.01,0.03,0.01,2009,1,7.9,7.45
2420,2420,5315,Valkyrie Profile: Covenant of the Plume,Role-Playing,T,DS,Square Enix,tri-Ace,7.5,,0.42,0.22,0.02,0.16,0.02,2009,1,,7.5
2422,2422,3982,Tom Clancy's HAWX,Action,T,X360,Ubisoft,Ubisoft Romania,6.9,,0.58,0.31,0.19,0.02,0.06,2009,1,,6.9
2423,2423,4882,Tales of Vesperia,Role-Playing,,PS3,Namco Bandai,Namco Tales Studio,8.0,,0.46,,,0.46,,2009,1,,8.0
2425,2425,4302,Sacred 2: Fallen Angel,Role-Playing,M,X360,CDV Software Entertainment,Ascaron Entertainment,7.0,,0.54,0.29,0.16,0.04,0.05,2009,1,,7.0
2427,2427,7594,Final Fantasy Crystal Chronicles: Echoes of Time,Role-Playing,E10,Wii,Square Enix,Square Enix,6.9,,0.25,0.13,0.06,0.05,0.02,2009,1,6.2,6.550000000000002
2428,2428,7355,Suikoden Tierkreis,Role-Playing,E10,DS,Konami,Konami,7.7,,0.27,0.09,0.02,0.15,0.01,2009,1,8.1,7.9
2429,2429,7681,Disgaea 2: Dark Hero Days,Role-Playing,T,PSP,NIS America,Nippon Ichi Software,8.1,,0.25,0.1,0.01,0.12,0.02,2009,1,8.8,8.45
2433,2433,7943,Avalon Code,Role-Playing,E10,DS,Marvelous Interactive,Matrix Software,7.1,,0.24,0.11,0.0,0.12,0.01,2009,1,7.8,7.449999999999998
2435,2435,4617,Dynasty Warriors: Gundam 2,Action,T,PS3,Namco Bandai,Omega Force,5.9,,0.49,0.09,0.07,0.32,0.03,2009,1,6.4,6.15
2437,2437,7977,Dynasty Warriors 6 Empires,Action,T,X360,KOEI,Omega Force,6.3,,0.24,0.16,0.02,0.04,0.02,2009,1,,6.3
2443,2443,4502,Dragon Ball: Raging Blast,Fighting,T,X360,Namco Bandai,Spike,5.8,,0.51,0.36,0.08,0.02,0.04,2009,1,6.5,6.15
2447,2447,4480,Pro Evolution Soccer 2010,Sports,E,Wii,Konami,Konami,8.1,,0.51,0.12,0.27,0.06,0.05,2009,1,,8.1
2448,2448,4471,SoulCalibur: Broken Destiny,Fighting,T,PSP,Namco Bandai,Project Soul,8.0,,0.51,0.12,0.2,0.07,0.12,2009,1,,8.0
2449,2449,4436,Way of the Samurai 3,Action,M,PS3,Agetec,Acquire,6.5,,0.52,0.18,0.08,0.22,0.04,2009,1,,6.5
2452,2452,4369,Terminator Salvation,Shooter,T,PS3,Warner Bros. Interactive,GRIN,5.0,,0.53,0.13,0.29,0.01,0.1,2009,1,,5.0
2453,2453,7415,Shin Megami Tensei: Devil Survivor,Role-Playing,T,DS,Atlus,Atlus Co.,8.4,8.8,0.26,0.13,,0.12,0.01,2009,1,,8.600000000000001
2454,2454,4603,Wet,Shooter,M,X360,Bethesda Softworks,Artificial Mind and Movement,6.9,,0.5,0.23,0.21,0.01,0.05,2009,1,6.7,6.800000000000002
2455,2455,4264,NBA Live 10,Sports,E,PS3,EA Sports,EA Canada,7.9,,0.54,0.46,0.03,0.01,0.05,2009,1,,7.9
2461,2461,7896,Resident Evil Archives: Resident Evil Zero,Action,M,Wii,Capcom,Capcom Production Studio 4,5.8,,0.24,0.13,0.04,0.06,0.01,2009,1,,5.8
2462,2462,4782,F.E.A.R. 2: Project Origin,Shooter,M,PS3,Warner Bros. Interactive,Monolith Productions,8.2,,0.47,0.19,0.2,0.01,0.08,2009,1,,8.2
2464,2464,4028,BlazBlue: Calamity Trigger,Fighting,T,PS3,Aksys Games,Arc System Works,8.5,,0.57,0.36,0.1,0.06,0.06,2009,1,,8.5
2466,2466,6859,Wanted: Weapons of Fate,Shooter,M,PS3,Warner Bros. Interactive,GRIN,6.2,,0.29,0.14,0.1,0.01,0.04,2009,1,6.5,6.35
2467,2467,6851,Kenka Bancho: Badass Rumble,Action,T,PSP,Atlus,Spike,7.0,,0.29,0.07,,0.2,0.01,2009,1,,7.0
2469,2469,4801,Dead Space Extraction,Shooter,M,Wii,Electronic Arts,Visceral Games,8.2,,0.47,0.32,0.1,0.01,0.04,2009,1,8.7,8.45
2474,2474,6830,Little King's Story,Strategy,T,Wii,Xseed Games,Cing Inc. / Town Factory,8.5,9.0,0.29,0.14,0.11,0.02,0.02,2009,1,8.8,8.766666666666667
2475,2475,4901,Mega Man Star Force 3: Black Ace / Red Joker,Role-Playing,E,DS,Capcom,Capcom,5.7,,0.46,0.22,,0.22,0.02,2009,1,,5.7
2477,2477,8044,Cross Edge,Role-Playing,T,PS3,NIS America,Compile Heart,5.4,,0.23,0.14,0.02,0.05,0.02,2009,1,3.8,4.6
2484,2484,4119,Tom Clancy's HAWX,Action,T,PS3,Ubisoft,Ubisoft Romania,7.5,8.4,0.56,0.21,0.22,0.05,0.09,2009,1,,7.95
2489,2489,7842,NBA Live 10,Sports,E,PSP,EA Sports,EA Canada,5.9,,0.24,0.21,0.0,0.01,0.02,2009,1,,5.9
2490,2490,4813,Silent Hill: Shattered Memories,Adventure,M,Wii,Konami,Climax Group,7.3,6.8,0.47,0.22,0.19,0.01,0.05,2009,1,8.9,7.666666666666668
2492,2492,4828,Final Fantasy Crystal Chronicles: Echoes of Time,Role-Playing,E10,DS,Square Enix,Square Enix,7.7,,0.47,0.12,0.06,0.27,0.02,2009,1,7.9,7.800000000000002
2495,2495,4048,Harvest Moon: Sunshine Islands,Simulation,E,DS,Natsume,Marvelous Interactive,9.0,,0.57,0.35,0.03,0.17,0.03,2009,1,,9.0
2498,2498,9582,Let's TAP,Misc,E,Wii,Sega,PROPE,7.0,,0.17,0.08,0.06,0.01,0.02,2009,1,,7.0
2502,2502,9097,50 Cent: Blood on the Sand,Shooter,M,PS3,THQ,Swordfish Studios,7.2,,0.19,0.1,0.06,0.01,0.03,2009,1,,7.2
2510,2510,5592,Final Fantasy Crystal Chronicles: The Crystal Bearers,Adventure,T,Wii,Square Enix,Square Enix,6.7,,0.39,0.21,0.08,0.08,0.03,2009,1,6.8,6.75
2511,2511,9481,Velvet Assassin,Shooter,M,X360,SouthPeak Interactive,Replay Studios,5.3,,0.18,0.14,0.02,0.01,0.01,2009,1,3.2,4.25
2512,2512,8764,Dragon Ball: Revenge of King Piccolo,Action,E10,Wii,Namco Bandai,Bandai Namco Games,6.1,8.0,0.2,0.12,0.03,0.03,0.02,2009,1,,7.05
2518,2518,5491,Yu-Gi-Oh! 5D's Stardust Accelerator: World Championship 2009,Action,E,DS,Konami,Konami,7.5,,0.4,0.27,0.01,0.09,0.03,2009,1,8.3,7.9
2519,2519,10803,Valhalla Knights: Eldar Saga,Role-Playing,T,Wii,Xseed Games,K2 / Kurogane,3.5,7.9,0.14,0.1,0.01,0.01,0.01,2009,1,,5.7
2520,2520,6255,Ninja Blade,Action,M,X360,Microsoft,From Software,6.7,,0.33,0.14,0.14,0.02,0.03,2009,1,,6.7
2522,2522,9941,The King of Fighters XII,Fighting,T,PS3,Ignition Entertainment,SNK Playmore Corporation,6.0,,0.16,0.11,0.01,0.03,0.01,2009,1,,6.0
2523,2523,9157,Nostalgia,Role-Playing,E10,DS,Ignition Entertainment,Matrix Software / RED Entertainment,7.2,,0.19,0.16,,0.02,0.01,2009,1,8.2,7.699999999999998
2525,2525,5862,Rune Factory: Frontier,Role-Playing,E10,Wii,Xseed Games,Neverland Company,7.9,,0.37,0.16,0.13,0.04,0.03,2009,1,8.6,8.25
2526,2526,9962,Klonoa,Platform,E10,Wii,Namco Bandai,Paon Corporation,7.6,,0.16,0.1,0.02,0.03,0.01,2009,1,7.2,7.4
2531,2531,6195,Dynasty Warriors 6 Empires,Action,T,PS3,KOEI,Omega Force,6.4,,0.34,0.14,0.03,0.15,0.02,2009,1,,6.4
2534,2534,8977,Dynasty Warriors: Gundam 2,Action,T,X360,Namco Bandai,Omega Force,5.6,,0.19,0.07,0.03,0.08,0.01,2009,1,6.4,6.0
2539,2539,10531,Class of Heroes,Role-Playing,T,PSP,Atlus,ZeroDiv,5.4,,0.14,0.06,,0.08,0.01,2009,1,,5.4
2541,2541,9192,Half-Minute Hero,Role-Playing,E10,PSP,Xseed Games,Opus Studio,8.5,,0.19,0.08,0.02,0.07,0.02,2009,1,8.5,8.5
2545,2545,6217,Dynasty Warriors: Gundam 2,Action,T,PS2,Namco Bandai,Omega Force,4.9,,0.34,0.04,0.03,0.25,0.01,2009,1,6.7,5.800000000000002
2546,2546,6171,Star Ocean: Second Evolution,Role-Playing,T,PSP,Square Enix,TOSE Software,8.0,,0.34,0.14,0.02,0.16,0.02,2009,1,,8.0
2554,2554,5933,LocoRoco 2,Platform,E,PSP,Sony Computer Entertainment,SCE Japan Studio,8.5,,0.36,0.21,0.09,0.01,0.05,2009,1,,8.5
2559,2559,5909,Dragon Ball Z: Attack of the Saiyans,Role-Playing,E10,DS,Namco Bandai,Monolith Soft,7.2,,0.36,0.12,0.02,0.21,0.01,2009,1,6.5,6.85
2568,2568,3624,New Play Control! Pikmin,Strategy,E,Wii,Nintendo,Nintendo EAD,7.7,9.3,0.64,0.28,0.13,0.19,0.04,2009,1,,8.5
2572,2572,5939,BlazBlue: Calamity Trigger,Fighting,T,X360,Aksys Games,Arc System Works,8.5,,0.36,0.21,0.08,0.04,0.03,2009,1,,8.5
2573,2573,9279,Ar tonelico 2: Melody of Metafalica,Role-Playing,T,PS2,NIS America,Gust,7.2,,0.18,0.04,0.03,0.11,0.01,2009,1,7.3,7.25
2581,2581,8926,Mana Khemia 2: Fall of Alchemy,Role-Playing,T,PS2,NIS America,Gust,8.2,,0.2,0.07,0.05,0.05,0.02,2009,1,7.5,7.85
2585,2585,2095,ModNation Racers,Racing,E,PS3,Sony Computer Entertainment,United Front Games,8.1,,1.13,0.5,0.4,0.06,0.16,2010,1,,8.1
2586,2586,10185,Z.H.P. Unlosing Ranger vs Darkdeath Evilman,Role-Playing,T,PSP,NIS America,Nippon Ichi Software,8.0,,0.15,0.08,,0.06,0.01,2010,1,,8.0
2587,2587,4590,Picross 3D,Puzzle,E,DS,Nintendo,HAL Laboratory,8.7,,0.5,0.28,0.03,0.16,0.03,2010,1,8.5,8.6
2589,2589,2203,Dante's Inferno,Action,M,PS3,Electronic Arts,Visceral Games,7.3,8.3,1.08,0.64,0.28,0.04,0.12,2010,1,7.2,7.6
2590,2590,580,Battlefield: Bad Company 2,Shooter,M,PS3,Electronic Arts,EA Digital Illusions CE,8.9,8.8,2.96,1.33,1.11,0.08,0.44,2010,1,,8.850000000000003
2592,2592,7151,Shin Megami Tensei: Strange Journey,Role-Playing,M,DS,Atlus,Atlus Co.,8.0,,0.28,0.13,,0.14,0.01,2010,1,7.5,7.75
2594,2594,4814,FlingSmash,Action,E,Wii,Nintendo,Artoon,3.8,,0.47,0.37,0.01,0.07,0.02,2010,1,,3.8
2598,2598,1189,Just Cause 2,Action,M,PS3,Square Enix,Avalanche Studios,8.3,,1.75,0.45,0.92,0.06,0.32,2010,1,7.8,8.05
2600,2600,2261,Darksiders,Action,M,X360,THQ,Vigil Games,7.8,,1.06,0.67,0.28,0.01,0.1,2010,1,8.2,8.0
2603,2603,1365,Just Cause 2,Action,M,X360,Square Enix,Avalanche Studios,8.0,,1.6,0.59,0.83,0.02,0.17,2010,1,7.8,7.9
2607,2607,7118,Darksiders,Action,M,PS3,THQ,Vigil Games,7.8,8.5,0.28,0.02,0.14,0.02,0.1,2010,1,8.2,8.166666666666666
2614,2614,685,Medal of Honor,Shooter,M,X360,Electronic Arts,EA Los Angeles,7.3,,2.64,1.58,0.8,0.04,0.22,2010,1,7.2,7.25
2616,2616,5791,EA Sports MMA,Fighting,T,PS3,EA Sports,EA Tiburon,7.6,,0.37,0.16,0.14,0.01,0.06,2010,1,,7.6
2618,2618,7286,Dragon Ball Z: Tenkaichi Tag Team,Fighting,T,PSP,Namco Bandai,Dimps Corporation,6.0,,0.27,0.11,0.04,0.09,0.03,2010,1,,6.0
2620,2620,629,Need for Speed: Hot Pursuit,Racing,E10,PS3,Electronic Arts,Criterion Games,8.9,,2.81,1.05,1.24,0.03,0.49,2010,1,,8.9
2622,2622,625,Medal of Honor,Shooter,M,PS3,Electronic Arts,EA Los Angeles,7.0,,2.82,1.28,1.04,0.07,0.43,2010,1,,7.0
2623,2623,5875,Fragile Dreams: Farewell Ruins of the Moon,Role-Playing,T,Wii,Xseed Games,Tri-Crescendo,6.7,,0.37,0.16,0.12,0.06,0.03,2010,1,6.9,6.800000000000002
2627,2627,4648,Kane & Lynch 2: Dog Days,Shooter,M,X360,Square Enix,IO Interactive,6.4,,0.49,0.2,0.23,0.01,0.05,2010,1,,6.4
2628,2628,5891,"999: Nine Hours, Nine Persons, Nine Doors",Adventure,M,DS,Aksys Games,Spike,7.9,,0.37,0.31,,0.03,0.02,2010,1,,7.9
2633,2633,4541,R.U.S.E.,Strategy,T,PS3,Ubisoft,Eugen Systems,8.0,,0.5,0.18,0.22,0.02,0.08,2010,1,,8.0
2634,2634,612,Assassin's Creed: Brotherhood,Action,M,PS3,Ubisoft,Ubisoft Montreal,9.1,,2.85,1.87,0.57,0.11,0.3,2010,1,,9.1
2638,2638,2122,Castlevania: Lords of Shadow,Action,M,PS3,Konami,Mercury Steam,8.1,,1.11,0.5,0.37,0.1,0.15,2010,1,,8.1
2640,2640,7017,DeathSmiles,Shooter,T,X360,Aksys Games,Cave,8.0,,0.28,0.15,0.06,0.05,0.02,2010,1,,8.0
2645,2645,2116,Crackdown 2,Shooter,M,X360,Microsoft Game Studios,Ruffian Games,7.5,,1.12,0.63,0.36,0.02,0.1,2010,1,,7.5
2650,2650,2133,Red Dead Redemption: Undead Nightmare,Action,M,X360,Rockstar Games,Rockstar San Diego,10.0,,1.11,0.61,0.38,0.02,0.1,2010,1,,10.0
2651,2651,7070,Dead to Rights: Retribution,Shooter,M,PS3,Namco Bandai,Volatile Games,6.0,,0.28,0.1,0.12,0.02,0.05,2010,1,,6.0
2655,2655,1405,BioShock 2,Shooter,M,PS3,2K Games,2K Marin,8.5,,1.55,0.85,0.46,0.02,0.22,2010,1,9.1,8.8
2658,2658,6863,Ace Combat: Joint Assault,Simulation,T,PSP,Namco Bandai,Project ACES,7.0,,0.29,0.06,0.05,0.15,0.03,2010,1,,7.0
2659,2659,1684,Metroid: Other M,Action,T,Wii,Nintendo,Nintendo SPD Production Group 1/Team Ninja,7.7,,1.36,0.85,0.28,0.13,0.1,2010,1,,7.7
2660,2660,6862,NieR,Role-Playing,M,X360,Square Enix,Cavia Inc.,6.4,,0.29,0.13,0.1,0.04,0.02,2010,1,,6.4
2661,2661,6626,Yu-Gi-Oh! 5D's World Championship 2010 Reverse of Arcadia,Strategy,E10,DS,Konami,Konami,7.6,,0.31,0.18,0.02,0.09,0.02,2010,1,,7.6
2663,2663,948,Grand Theft Auto: Episodes from Liberty City,Adventure,M,PS3,Rockstar Games,Rockstar North,9.0,,2.09,0.62,0.99,0.13,0.34,2010,1,,9.0
2664,2664,931,NBA 2K11,Sports,E,X360,2K Sports,Visual Concepts,8.8,,2.11,1.86,0.12,0.01,0.13,2010,1,,8.8
2665,2665,6610,Mega Man Zero Collection,Platform,E,DS,Capcom,Inti Creates,7.5,,0.31,0.17,0.01,0.11,0.02,2010,1,,7.5
2666,2666,6512,BlazBlue: Continuum Shift,Fighting,T,X360,Aksys Games,Arc System Works,8.6,,0.32,0.23,0.04,0.02,0.02,2010,1,,8.6
2667,2667,10122,Fist of the North Star: Ken's Rage,Action,M,X360,Tecmo Koei,Tecmo Koei Games,5.4,,0.16,0.07,0.02,0.06,0.01,2010,1,,5.4
2668,2668,5556,No More Heroes 2: Desperate Struggle,Action,M,Wii,Ubisoft,Grasshopper Manufacture,8.5,,0.4,0.2,0.11,0.04,0.03,2010,1,8.9,8.7
2669,2669,5230,Sin and Punishment: Star Successor,Shooter,T,Wii,Nintendo,"Treasure Co., Ltd.",8.4,,0.43,0.19,0.14,0.06,0.03,2010,1,,8.4
2671,2671,6527,Etrian Odyssey III: The Drowned City,Role-Playing,E10,DS,Atlus,Atlus Co. / Lancarse,7.3,,0.31,0.12,,0.19,0.01,2010,1,,7.3
2672,2672,6656,Silent Hill: Shattered Memories,Adventure,M,PSP,Konami,Climax Group,7.8,,0.31,0.09,0.13,0.01,0.07,2010,1,,7.8
2676,2676,10044,Dragon Ball: Origins 2,Action,T,DS,Namco Bandai,Game Republic,6.9,,0.16,0.05,0.02,0.08,0.01,2010,1,,6.9
2677,2677,887,Final Fantasy XIII,Role-Playing,T,X360,Square Enix,Square Enix,8.1,,2.19,1.3,0.67,0.01,0.21,2010,1,9.0,8.55
2680,2680,1596,UFC Undisputed 2010,Fighting,T,PS3,THQ,Yuke's Future Media Creators,8.4,,1.42,0.8,0.4,0.02,0.19,2010,1,,8.4
2682,2682,10125,Lufia: Curse of the Sinistrals,Role-Playing,E10,DS,Natsume,Neverland Company,7.8,,0.16,0.11,,0.03,0.01,2010,1,,7.8
2686,2686,5109,Samurai Warriors 3,Action,T,Wii,Nintendo,Omega Force,5.1,,0.44,0.09,0.02,0.32,0.01,2010,1,,5.1
2687,2687,5330,Vanquish,Shooter,M,X360,Sega,PlatinumGames,8.3,,0.42,0.19,0.16,0.03,0.04,2010,1,,8.3
2688,2688,5450,Rune Factory 3: A Fantasy Harvest Moon,Role-Playing,E,DS,Natsume,Neverland Company,8.0,,0.41,0.26,0.03,0.1,0.02,2010,1,,8.0
2697,2697,1706,F1 2010,Racing,E,PS3,Codemasters,Codemasters Birmingham,8.0,,1.34,0.25,0.75,0.08,0.26,2010,1,,8.0
2699,2699,1720,Alan Wake,Action,T,X360,Microsoft Game Studios,Remedy Entertainment,8.3,,1.33,0.66,0.5,0.05,0.12,2010,1,9.2,8.75
2701,2701,972,Tom Clancy's Splinter Cell: Conviction,Action,M,X360,Ubisoft,Ubisoft Montreal,8.6,,2.06,1.2,0.62,0.04,0.19,2010,1,8.8,8.7
2704,2704,1659,Dead Rising 2,Action,M,PS3,Capcom,Blue Castle Games,8.1,,1.37,0.43,0.57,0.15,0.22,2010,1,,8.1
2705,2705,5395,BlazBlue: Continuum Shift,Fighting,T,PS3,Aksys Games,Arc System Works,8.7,,0.41,0.21,0.08,0.09,0.04,2010,1,,8.7
2708,2708,1740,MAG: Massive Action Game,Shooter,T,PS3,Sony Computer Entertainment,Zipper Interactive,7.4,9.5,1.32,0.77,0.3,0.09,0.16,2010,1,8.1,8.333333333333334
2709,2709,10355,Ys: The Oath in Felghana,Role-Playing,T,PSP,Xseed Games,Nihon Falcom Corporation,8.2,,0.15,0.09,,0.04,0.01,2010,1,,8.2
2710,2710,958,Metal Gear Solid: Peace Walker,Action,T,PSP,Konami,Kojima Productions,8.6,,2.08,0.46,0.42,0.96,0.25,2010,1,,8.6
2712,2712,5246,2010 FIFA World Cup South Africa,Sports,E,Wii,EA Sports,EA Canada,6.8,,0.42,0.23,0.15,0.01,0.04,2010,1,,6.8
2715,2715,885,BioShock 2,Shooter,M,X360,2K Games,2K Marin,8.6,,2.2,1.45,0.54,0.02,0.2,2010,1,9.1,8.85
2717,2717,6936,Sengoku Basara: Samurai Heroes,Action,T,Wii,Capcom,Capcom,6.0,,0.29,0.06,0.02,0.2,0.01,2010,1,,6.0
2718,2718,5046,SOCOM: U.S. Navy SEALs Fireteam Bravo 3,Shooter,T,PSP,Sony Computer Entertainment,Slant Six Games,7.5,,0.45,0.17,0.13,0.06,0.09,2010,1,,7.5
2723,2723,771,Pro Evolution Soccer 2011,Sports,E,PS3,Konami,Konami,6.0,,2.41,0.29,1.18,0.54,0.41,2010,1,,6.0
2725,2725,1991,Red Dead Redemption: Undead Nightmare,Action,M,PS3,Rockstar Games,Rockstar San Diego,10.0,,1.18,0.47,0.45,0.06,0.19,2010,1,,10.0
2726,2726,6843,Dynasty Warriors: Strikeforce,Action,T,PS3,Tecmo Koei,Omega Force,6.8,,0.29,0.11,0.08,0.07,0.03,2010,1,,6.8
2727,2727,997,The Sims 3,Simulation,T,PS3,Electronic Arts,The Sims Studio,8.1,,2.03,0.73,0.96,0.02,0.31,2010,1,,8.1
2728,2728,6931,"Sakura Wars: So Long, My Love",Role-Playing,T,PS2,NIS America,RED Entertainment,8.8,,0.29,0.07,0.05,0.15,0.02,2010,1,,8.8
2730,2730,6825,Glory of Heracles,Role-Playing,E10,DS,Nintendo,Paon Corporation,6.8,,0.29,0.19,,0.08,0.02,2010,1,6.4,6.6
2738,2738,4789,2010 FIFA World Cup South Africa,Sports,E,PSP,EA Sports,EA Canada,6.8,,0.47,0.09,0.23,0.03,0.12,2010,1,,6.8
2741,2741,1493,Dead Rising 2,Action,M,X360,Capcom,Blue Castle Games,8.2,,1.49,0.75,0.53,0.09,0.13,2010,1,,8.2
2744,2744,6920,Majin and the Forsaken Kingdom,Adventure,T,PS3,Namco Bandai,Game Republic,7.0,,0.29,0.09,0.14,0.01,0.05,2010,1,,7.0
2747,2747,6311,Resonance of Fate,Role-Playing,T,X360,Sega,tri-Ace,7.4,,0.33,0.12,0.13,0.06,0.03,2010,1,8.0,7.7
2753,2753,1886,2010 FIFA World Cup South Africa,Sports,E,PS3,EA Sports,EA Canada,8.2,,1.23,0.3,0.64,0.07,0.22,2010,1,,8.2
2760,2760,1915,Bayonetta,Action,M,PS3,Sega,PlatinumGames,8.6,7.2,1.21,0.44,0.4,0.21,0.16,2010,1,8.4,8.066666666666666
2761,2761,1926,FIFA Soccer 11,Sports,E,PSP,EA Sports,HB Studios,7.0,,1.21,0.13,0.7,0.01,0.36,2010,1,,7.0
2765,2765,11474,The Sky Crawlers: Innocent Aces,Simulation,T,Wii,Xseed Games,Project ACES,7.3,,0.12,0.08,0.02,0.01,0.01,2010,1,,7.3
2771,2771,1492,Mafia II,Action,M,PS3,2K Games,Illusion Softworks,7.0,,1.49,0.5,0.7,0.04,0.25,2010,1,,7.0
2773,2773,160,Red Dead Redemption,Action,M,X360,Rockstar Games,Rockstar San Diego,9.5,10.0,6.5,3.77,2.03,0.09,0.6,2010,1,9.1,9.533333333333333
